instance_name,weight,roughness
plate_4_10,0.343,0.2199591848823025
sponge_1_10,0.005,0.3342989284720465
paper_box_4_7,0.044,0.2866707233438412
bowl_9_10,0.548,0.2184591848823026
ball_7_4,0.069,0.09898482590794368
tray_4_6,0.168,0.2252540566771745
cup_1_8,0.218,0.2864527746258926
ball_4_9,0.014,0.1159079028310206
tray_8_1,0.072,0.3423566207797387
bowl_8_10,0.244,0.1910553387284568
metal_box_7_1,0.076,0.2508053387284566
metal_box_3_8,0.146,0.2386386720617898
sponge_10_8,0.012,0.3225361079592258
tray_4_1,0.168,0.236619441292559
tray_2_5,0.554,0.2628694412925592
cup_6_10,0.302,0.2277861079592259
cup_4_3,0.13,0.2379976464207641
metal_box_7_6,0.076,0.2312348259079438
bowl_2_10,0.343,0.2233438002669182
sponge_10_9,0.012,0.2698181592412771
sponge_9_10,0.013,0.3970809797540976
bowl_8_9,0.244,0.1953950823182001
bowl_4_9,0.282,0.2074527746258925
cup_3_7,0.099,0.2284399541130719
plate_3_7,0.656,0.2107732874464052
plastic_box_7_7,0.109,0.2401258515489694
plate_10_5,0.389,0.2167155951387129
bowl_4_2,0.282,0.2146194412925589
ball_10_8,0.033,0.09593995411307198
plate_6_9,0.61,0.2697348259079437
book_4_3,0.612,0.2626963643694822
to_go_cup_6_9,0.019,0.2274784156515336
sponge_5_3,0.005,0.3479271336002515
tray_7_8,0.022,0.2204527746258925
cup_9_9,0.324,0.2303053387284567
to_go_cup_5_8,0.007,0.3133822618053798
plate_7_4,0.019,0.3310938002669181
paper_box_3_9,0.015,0.3251579028310204
plastic_box_9_1,0.072,0.288363031036149
bowl_10_1,0.505,0.2834848259079438
sponge_9_4,0.013,0.3942027746258926
cup_2_1,0.201,0.2469335438566616
book_4_8,0.612,0.2853886720617899
paper_box_10_4,0.02,0.2435809797540975
sponge_10_7,0.012,0.3201707233438411
metal_box_3_4,0.146,0.2539014925746105
plate_1_7,0.17,0.2040040566771743
cup_1_3,0.218,0.2885809797540976
paper_box_2_2,0.054,0.256363031036149
plate_10_6,0.389,0.2046066207797387
paper_box_10_5,0.02,0.2291899541130717
cup_1_6,0.218,0.2780809797540977
tray_3_6,0.489,0.2926066207797386
plate_7_7,0.019,0.3443053387284564
cup_3_2,0.099,0.2371835438566615
plastic_box_10_4,0.026,0.2597732874464053
metal_box_2_6,0.098,0.2778886720617901
bowl_7_6,0.028,0.2729720053951233
paper_box_3_7,0.015,0.3052476464207644
to_go_cup_10_6,0.059,0.2304271336002515
metal_box_2_9,0.098,0.2641066207797383
tray_9_6,0.245,0.2350232874464053
plate_1_4,0.17,0.2156579028310205
tray_7_3,0.022,0.2288245694976875
book_3_4,1.043,0.2860617489848668
plate_10_2,0.389,0.2185809797540974
plate_5_5,0.436,0.2107989284720462
metal_box_2_1,0.098,0.291920723343841
sponge_1_1,0.005,0.3821899541130721
ball_9_9,0.012,0.09437585154896953
cup_2_4,0.201,0.3056899541130718
cup_7_7,0.239,0.198042518215636
ball_8_10,0.057,0.1467989284720462
plastic_box_7_6,0.109,0.2402348259079438
tray_4_3,0.168,0.2288245694976875
plate_6_1,0.61,0.2872091848823027
sponge_7_4,0.011,0.2818245694976872
paper_box_3_2,0.015,0.3150938002669182
bowl_1_7,0.264,0.2188181592412769
plate_8_4,0.543,0.2592155951387131
book_3_1,1.043,0.2754014925746106
plastic_box_2_2,0.012,0.3219848259079436
plastic_box_10_10,0.026,0.2703053387284567
cup_10_2,0.058,0.2463822618053797
paper_box_5_6,0.017,0.245587390010508
plastic_box_4_1,0.026,0.2558950823182
plate_10_10,0.389,0.206568159241277
sponge_10_1,0.012,0.3426771336002514
plastic_box_1_6,0.048,0.2896963643694823
metal_box_10_9,0.058,0.2939720053951234
sponge_5_7,0.005,0.3496386720617899
book_3_9,1.043,0.2825040566771745
paper_box_4_9,0.044,0.2866002105233283
tray_8_4,0.072,0.3556130310361487
sponge_6_2,0.008,0.3653053387284565
plate_9_3,0.177,0.2739784156515335
sponge_6_8,0.008,0.3550104669335848
sponge_2_2,0.012,0.4278822618053797
sponge_1_9,0.005,0.3496066207797387
paper_box_8_4,0.02,0.1554976464207642
ball_3_1,0.05,0.1708373900105077
paper_box_4_3,0.044,0.2728822618053798
cup_5_3,0.318,0.2592027746258925
book_10_9,0.501,0.2801386720617898
plate_9_1,0.177,0.3029014925746105
tray_5_1,0.167,0.2418117489848669
plate_8_6,0.543,0.2684079028310207
plate_2_2,0.331,0.237568159241277
cup_8_6,0.166,0.2600296977028158
book_5_7,0.265,0.2178053387284566
plastic_box_5_4,0.022,0.2671963643694822
bowl_1_10,0.264,0.2464271336002516
tray_4_2,0.168,0.2419014925746104
plastic_box_1_5,0.048,0.286119441292559
bowl_6_3,0.05,0.2516450823182002
ball_8_7,0.057,0.1678630310361489
book_9_6,0.686,0.2767027746258923
book_10_3,0.501,0.2590361079592258
paper_box_6_5,0.015,0.239042518215636
cup_2_7,0.201,0.2874463643694822
to_go_cup_5_4,0.007,0.3082668771899951
book_1_1,0.589,0.3166002105233285
bowl_3_1,0.222,0.2306130310361491
tray_1_2,0.446,0.280613031036149
metal_box_9_6,0.167,0.2435809797540975
to_go_cup_2_3,0.014,0.2599207233438413
ball_5_10,0.059,0.1120873900105078
metal_box_6_4,0.152,0.2945553387284565
bowl_9_1,0.548,0.2254848259079437
cup_10_9,0.058,0.2371194412925592
paper_box_8_10,0.02,0.1569014925746103
sponge_2_6,0.012,0.4535553387284565
metal_box_1_2,0.041,0.2145361079592258
plastic_box_9_9,0.072,0.275516877189995
plate_2_10,0.331,0.2202348259079436
to_go_cup_5_3,0.007,0.294016877189995
plastic_box_2_4,0.012,0.2717476464207642
ball_7_6,0.069,0.1074463643694821
to_go_cup_6_4,0.019,0.2081258515489694
sponge_8_9,0.008,0.3646002105233283
cup_1_1,0.218,0.2820681592412771
paper_box_9_2,0.674,0.220215595138713
to_go_cup_7_5,0.032,0.2553950823182004
bowl_4_10,0.282,0.1974463643694822
book_1_7,0.589,0.2557220053951234
sponge_2_7,0.012,0.4318630310361488
plate_4_6,0.343,0.226016877189995
sponge_9_6,0.013,0.3965040566771745
bowl_1_9,0.264,0.2212604669335848
plastic_box_6_2,0.055,0.2973950823182
tray_5_7,0.167,0.2433630310361487
paper_box_1_9,0.011,0.2487155951387129
cup_9_3,0.324,0.2258117489848667
ball_4_5,0.014,0.1367861079592259
metal_box_2_8,0.098,0.2661771336002514
metal_box_2_10,0.098,0.2379399541130719
book_3_3,1.043,0.2720425182156362
bowl_6_2,0.05,0.2781771336002515
ball_3_3,0.05,0.1839784156515334
metal_box_2_5,0.098,0.2828886720617897
paper_box_2_10,0.054,0.2397155951387132
to_go_cup_8_3,0.03,0.2651579028310208
tray_1_6,0.446,0.2888053387284568
sponge_10_5,0.012,0.3507091848823027
book_1_9,0.589,0.2309271336002514
tray_4_4,0.168,0.2217540566771745
ball_9_8,0.012,0.1158630310361487
tray_1_1,0.446,0.2911322618053796
book_2_3,0.617,0.2254079028310209
tray_6_6,0.312,0.3603245694976875
book_5_9,0.265,0.2192155951387131
tray_10_6,0.187,0.261991236164354
paper_box_3_8,0.015,0.2912348259079435
plastic_box_8_10,0.092,0.2777989284720463
sponge_9_3,0.013,0.3981258515489695
cup_3_8,0.099,0.2271899541130719
to_go_cup_8_8,0.03,0.2682348259079437
sponge_9_8,0.013,0.4232989284720463
plastic_box_8_4,0.092,0.2909079028310207
metal_box_4_8,0.085,0.2055361079592258
metal_box_9_7,0.167,0.2307027746258926
tray_1_5,0.446,0.2773502105233282
sponge_5_1,0.005,0.4588694412925592
metal_box_10_8,0.058,0.294016877189995
ball_2_6,0.058,0.1220168771899949
plate_6_5,0.61,0.2725040566771743
ball_8_2,0.057,0.1072861079592258
plate_3_4,0.656,0.211363031036149
tray_9_8,0.245,0.2490040566771746
to_go_cup_4_4,0.01,0.2374784156515335
sponge_1_4,0.005,0.3493566207797386
ball_5_1,0.059,0.1150809797540976
tray_4_9,0.168,0.2228950823182001
plate_1_5,0.17,0.2122412361643539
tray_3_8,0.489,0.2764014925746105
to_go_cup_9_1,0.037,0.2706579028310207
to_go_cup_3_1,0.046,0.2513566207797385
plastic_box_7_9,0.109,0.2405809797540977
plastic_box_9_4,0.072,0.2765489284720462
cup_1_2,0.218,0.2843950823182003
to_go_cup_10_5,0.059,0.2385809797540973
plastic_box_3_5,0.101,0.2296066207797385
plate_2_9,0.331,0.2277732874464053
ball_9_4,0.012,0.105446364369482
paper_box_4_8,0.044,0.2796835438566617
metal_box_9_9,0.167,0.5095681592412771
to_go_cup_1_2,0.013,0.2843950823182003
sponge_5_4,0.005,0.4609720053951232
paper_box_4_4,0.044,0.2762732874464051
ball_1_9,0.096,0.1359271336002514
to_go_cup_8_10,0.03,0.2582091848823029
paper_box_2_9,0.054,0.2553373900105078
paper_box_5_9,0.017,0.2368630310361488
ball_1_2,0.096,0.1240873900105079
metal_box_10_2,0.058,0.2729784156515336
bowl_5_5,0.035,0.3019976464207641
paper_box_5_4,0.017,0.2334079028310206
plate_8_2,0.543,0.2584784156515333
ball_2_2,0.058,0.09940790283102077
ball_10_7,0.033,0.102689954113072
plate_4_4,0.343,0.2223117489848669
book_7_6,0.465,0.239189954113072
cup_6_1,0.302,0.242068159241277
paper_box_4_2,0.044,0.2818502105233282
paper_box_9_9,0.674,0.2155040566771744
metal_box_7_3,0.076,0.2355425182156362
plate_6_4,0.61,0.2564527746258925
plate_4_5,0.343,0.2176643130874306
sponge_6_3,0.008,0.391914313087431
bowl_4_5,0.282,0.211068159241277
bowl_9_7,0.548,0.2267861079592257
metal_box_4_1,0.085,0.57063867206179
metal_box_9_1,0.167,0.2705809797540976
paper_box_6_9,0.015,0.2419399541130717
book_10_1,0.501,0.2947027746258922
metal_box_7_7,0.076,0.2463566207797385
metal_box_7_8,0.076,0.2610232874464053
ball_4_6,0.014,0.08588867206178984
to_go_cup_10_7,0.059,0.2435296977028156
tray_7_7,0.022,0.2178502105233285
cup_3_5,0.099,0.2285040566771745
bowl_10_4,0.505,0.2808694412925592
bowl_4_8,0.282,0.2025425182156363
sponge_8_7,0.008,0.3685681592412771
metal_box_1_1,0.041,0.2311899541130719
plate_10_7,0.389,0.2180809797540977
tray_1_9,0.446,0.2691771336002512
bowl_2_7,0.343,0.232266877189995
book_4_2,0.612,0.2620809797540976
to_go_cup_8_1,0.03,0.2432540566771745
plastic_box_6_3,0.055,0.2892540566771745
cup_6_5,0.302,0.2201002105233285
plate_9_8,0.177,0.2601707233438412
cup_5_7,0.318,0.2306514925746103
ball_9_7,0.012,0.1529079028310208
to_go_cup_8_7,0.03,0.2640296977028155
book_8_2,0.317,0.2817732874464051
plastic_box_1_7,0.048,0.2950489284720462
tray_8_2,0.072,0.3437027746258926
sponge_4_7,0.003,0.5349207233438412
sponge_8_4,0.008,0.3715809797540978
to_go_cup_1_3,0.013,0.2885809797540976
cup_3_1,0.099,0.2340938002669182
bowl_3_2,0.222,0.2201707233438414
bowl_1_3,0.264,0.2175104669335846
sponge_3_4,0.007,0.5559784156515335
cup_6_4,0.302,0.2224527746258924
sponge_6_10,0.008,0.3555873900105077
cup_6_6,0.302,0.2268181592412773
tray_2_7,0.554,0.2603181592412772
metal_box_1_9,0.041,0.2146643130874308
paper_box_10_1,0.02,0.2310809797540975
to_go_cup_9_4,0.037,0.263292518215636
ball_9_2,0.012,0.1007220053951231
ball_2_1,0.058,0.1464079028310207
plastic_box_8_7,0.092,0.271491236164354
plastic_box_7_4,0.109,0.2402284156515335
tray_5_6,0.167,0.2327155951387131
metal_box_6_3,0.152,0.2876322618053798
plastic_box_4_8,0.026,0.2331194412925589
bowl_7_1,0.028,0.3177796977028157
plastic_box_5_8,0.022,0.2783053387284565
plastic_box_9_2,0.072,0.2995681592412771
metal_box_8_6,0.101,0.4331514925746105
book_9_10,0.686,0.285818159241277
cup_10_3,0.058,0.2313950823182004
sponge_10_4,0.012,0.3430873900105079
metal_box_5_4,0.232,0.2355617489848668
plastic_box_10_7,0.026,0.3164271336002512
book_6_1,0.896,0.2433502105233284
sponge_3_9,0.007,0.6375168771899951
book_7_10,0.465,0.2339143130874312
metal_box_5_1,0.232,0.2558630310361488
sponge_3_3,0.007,0.5837091848823027
sponge_7_7,0.011,0.2788373900105078
plastic_box_5_9,0.022,0.2600617489848667
bowl_10_10,0.505,0.254920723343841
plate_7_2,0.019,0.3520681592412773
sponge_7_8,0.011,0.2749079028310206
bowl_10_7,0.505,0.2494335438566617
paper_box_7_8,0.044,0.2808630310361489
ball_7_5,0.069,0.1078502105233283
ball_1_8,0.096,0.1112155951387127
to_go_cup_4_8,0.01,0.2309271336002514
book_1_6,0.589,0.279042518215636
sponge_3_1,0.007,0.06701046693358466
tray_9_10,0.245,0.2498117489848669
to_go_cup_9_2,0.037,0.2623053387284564
plate_10_3,0.389,0.218613031036149
metal_box_8_9,0.101,0.2268053387284567
plastic_box_7_2,0.109,0.2498117489848669
plate_10_9,0.389,0.2061002105233286
sponge_5_6,0.005,0.3797155951387127
bowl_8_3,0.244,0.2013758515489691
tray_7_1,0.022,0.236619441292559
ball_8_5,0.057,0.1170617489848668
tray_8_3,0.072,0.348689954113072
tray_4_7,0.168,0.2178502105233285
plate_6_6,0.61,0.2551450823182002
book_7_1,0.465,0.259113031036149
plate_3_10,0.656,0.213914313087431
ball_10_4,0.033,0.109920723343841
cup_3_4,0.099,0.2257412361643542
metal_box_1_10,0.041,0.2080489284720462
plate_7_1,0.019,0.4108438002669181
cup_5_1,0.318,0.2636066207797384
ball_5_3,0.059,0.1156002105233282
sponge_2_9,0.012,0.4278950823182001
bowl_4_6,0.282,0.2012796977028156
tray_7_5,0.022,0.2209079028310206
cup_1_4,0.218,0.2886579028310207
to_go_cup_9_5,0.037,0.277292518215636
sponge_5_2,0.005,0.3471899541130717
plastic_box_5_3,0.022,0.265215595138713
bowl_8_8,0.244,0.1979720053951234
to_go_cup_7_4,0.032,0.2569591848823028
plate_6_3,0.61,0.2606002105233283
plate_8_10,0.543,0.2639655951387129
metal_box_1_3,0.041,0.2141963643694821
metal_box_6_5,0.152,0.283689954113072
book_2_9,0.617,0.2305745694976872
to_go_cup_10_3,0.059,0.2313950823182004
plate_2_7,0.331,0.2264527746258924
tray_5_8,0.167,0.2320104669335848
plastic_box_4_7,0.026,0.2176258515489694
paper_box_9_4,0.674,0.2183309797540976
sponge_1_5,0.005,0.3363758515489692
book_4_5,0.612,0.2704463643694822
book_3_7,1.043,0.2760296977028156
to_go_cup_9_6,0.037,0.2796707233438411
paper_box_2_7,0.054,0.2334976464207641
cup_9_5,0.324,0.2307668771899948
ball_1_6,0.096,0.1129463643694821
book_6_10,0.896,0.2309720053951233
cup_4_10,0.13,0.2292668771899949
to_go_cup_2_5,0.014,0.2993053387284567
sponge_10_3,0.012,0.3521707233438411
bowl_10_2,0.505,0.2580745694976872
metal_box_4_2,0.085,0.2259527746258924
plastic_box_8_8,0.092,0.2848822618053796
ball_8_4,0.057,0.1204207233438412
sponge_10_2,0.012,0.3584143130874308
book_8_7,0.317,0.2751835438566617
book_9_2,0.686,0.2674784156515336
paper_box_9_3,0.674,0.2169143130874308
cup_9_8,0.324,0.2236066207797386
book_9_1,0.686,0.2524784156515334
to_go_cup_4_1,0.01,0.2284463643694822
to_go_cup_4_2,0.01,0.2296322618053798
bowl_7_8,0.028,0.2844784156515334
tray_1_4,0.446,0.3066066207797385
to_go_cup_7_9,0.032,0.2345745694976872
bowl_10_3,0.505,0.2369655951387132
to_go_cup_2_1,0.014,0.2469335438566616
to_go_cup_8_4,0.03,0.2491066207797384
to_go_cup_4_3,0.01,0.2379976464207641
to_go_cup_10_8,0.059,0.2505296977028155
to_go_cup_3_9,0.046,0.2515553387284566
metal_box_10_5,0.058,0.2992412361643538
plate_8_9,0.543,0.2418502105233284
bowl_7_2,0.028,0.2859848259079439
sponge_4_10,0.003,0.5301835438566618
bowl_5_4,0.035,0.290465595138713
ball_5_5,0.059,0.1112476464207642
sponge_8_6,0.008,0.3694848259079438
metal_box_7_10,0.076,0.2360938002669181
plastic_box_3_4,0.101,0.2206066207797385
tray_5_5,0.167,0.2323117489848669
paper_box_10_6,0.02,0.2624848259079437
to_go_cup_1_10,0.013,0.2787861079592259
book_7_5,0.465,0.247696364369482
ball_4_8,0.014,0.106215595138713
paper_box_5_2,0.017,0.2451514925746103
plastic_box_6_8,0.055,0.2831643130874308
sponge_1_6,0.005,0.3908822618053795
plate_7_8,0.019,0.3480489284720463
tray_6_5,0.312,0.3782796977028156
paper_box_2_5,0.054,0.2532732874464051
metal_box_4_10,0.085,0.2119014925746102
ball_10_9,0.033,0.102542518215636
tray_8_5,0.072,0.3734335438566617
paper_box_7_3,0.044,0.3269784156515336
metal_box_8_8,0.101,0.2296066207797385
to_go_cup_9_10,0.037,0.2901258515489694
sponge_5_9,0.005,0.4244079028310206
sponge_4_9,0.003,0.5432091848823029
plastic_box_2_3,0.012,0.2621835438566616
sponge_5_8,0.005,0.3839848259079437
tray_2_9,0.554,0.2450232874464052
paper_box_8_5,0.02,0.1956066207797387
cup_1_9,0.218,0.2822091848823028
tray_9_4,0.245,0.2339014925746103
bowl_5_7,0.035,0.3316899541130722
paper_box_2_6,0.054,0.2435040566771744
to_go_cup_3_8,0.046,0.2313950823182004
cup_1_5,0.218,0.2823950823182001
book_8_1,0.317,0.3188950823182001
cup_2_6,0.201,0.2754014925746106
metal_box_2_7,0.098,0.270837390010508
metal_box_7_2,0.076,0.2483758515489693
metal_box_10_1,0.058,0.2885873900105079
tray_6_3,0.312,0.3170938002669181
to_go_cup_4_5,0.01,0.229664313087431
plate_6_2,0.61,0.2613309797540974
tray_3_7,0.489,0.2912348259079435
metal_box_9_3,0.167,0.238516877189995
plate_4_7,0.343,0.2182155951387131
bowl_4_1,0.282,0.2244399541130719
cup_9_7,0.324,0.223593800266918
to_go_cup_6_5,0.019,0.2036130310361488
book_5_2,0.265,0.2272027746258925
sponge_7_3,0.011,0.2751002105233282
metal_box_2_4,0.098,0.2675617489848671
sponge_4_3,0.003,0.5641450823182003
metal_box_5_10,0.232,0.2354784156515334
cup_7_8,0.239,0.1935617489848666
