instance_name,flatness
bowl_2_10,0
sponge_5_5,0.8085470085470086
metal_box_1_2,0.4963297571993224
tray_9_8,0.9298557158712542
plastic_box_1_1,0.6262088974854932
to_go_cup_6_10,0
cup_4_1,0
bowl_7_4,0
paper_box_5_4,0.4586012861736334
ball_4_5,0
bowl_6_8,0
tray_3_3,0.9518177411536597
tray_8_6,0.9624036979969184
tray_5_1,0.9740551583248213
tray_3_1,0.9540999514798642
plate_7_8,0
bowl_7_6,0
ball_2_5,0
sponge_2_5,0.8396694214876033
paper_box_8_7,0.5955479452054795
paper_box_9_7,0.1640920554854981
plastic_box_6_5,0.704191616766467
paper_box_4_3,0.8595515090204012
ball_4_4,0
tray_3_6,0.95361328125
to_go_cup_6_2,0
to_go_cup_9_1,0
book_1_2,0.8591515151515151
plastic_box_7_1,0.516395627832578
book_2_5,0.8649921507064364
book_6_6,0.8808353808353808
bowl_5_2,0
to_go_cup_10_7,0
bowl_5_5,0
cup_9_1,0
ball_4_1,0
ball_4_8,0
to_go_cup_6_1,0
plastic_box_1_5,0.6268803945745992
book_2_8,0.8639308855291576
bowl_9_5,0
metal_box_7_10,0
sponge_3_2,0.7856272838002436
sponge_5_7,0.7858985382631126
plastic_box_2_4,0.7197802197802198
bowl_4_9,0
plate_1_9,0
sponge_7_3,0.6336996336996337
sponge_5_1,0.8042735042735043
bowl_9_3,0
tray_2_8,0
plate_3_3,0
tray_4_4,0.9831950207468879
paper_box_6_3,0.7300672430355427
ball_7_10,0
plate_4_7,0
plastic_box_5_9,0.9434931506849316
to_go_cup_1_5,0
to_go_cup_8_10,0
metal_box_3_3,0.7394901232483538
book_9_3,0.947360248447205
ball_3_5,0
metal_box_10_6,0.7372836916622968
cup_4_6,0
ball_5_6,0
tray_3_7,0.9524321156475875
book_8_3,0.9517386722866175
cup_10_7,0
cup_4_3,0
bowl_1_9,0
plate_5_8,0
ball_6_9,0
cup_3_3,0
bowl_8_3,0
plastic_box_1_2,0.6241237611795988
to_go_cup_1_6,0
plate_4_10,0
metal_box_6_2,0.8220018885741265
tray_10_7,0.9121825226000861
metal_box_5_5,0.7730786721236926
cup_8_6,0
paper_box_7_9,0.9185475956820413
tray_7_6,0.892689540098029
book_6_1,0.8768851954447522
book_9_1,0.9527436654748951
plate_2_5,0
book_4_10,0.9637407463363046
tray_8_4,0.9570252971654983
paper_box_3_7,0.8509874326750448
ball_3_1,0
cup_2_3,0
metal_box_7_3,0.3654414871144909
sponge_10_9,0.9444444444444444
ball_3_2,0
plate_1_1,0
metal_box_5_4,0.7737049378976067
metal_box_2_9,0.54638124362895
paper_box_9_3,0.166403785488959
tray_2_10,0.9452915997859818
plastic_box_7_6,0.518186610437533
paper_box_5_3,0.4579476861167002
sponge_9_9,0.6707189996526571
cup_6_9,0
bowl_7_5,0
book_4_5,0.9587363966142685
sponge_4_3,0.7614418793033617
bowl_7_10,0
paper_box_1_1,0.8702127659574468
plastic_box_10_4,0.726271186440678
sponge_6_4,0.6539263377345379
cup_4_4,0
book_2_2,0.8642843194688538
book_3_4,0.8806530612244898
ball_10_4,0
plastic_box_6_2,0.7003003003003003
cup_9_2,0
ball_2_8,0
sponge_9_7,0
plate_6_6,0
plastic_box_10_7,0.6842525979216627
to_go_cup_5_7,0
to_go_cup_2_1,0
paper_box_7_1,0.9154411764705882
plate_10_6,0
plastic_box_6_4,0.702622169249106
cup_10_4,0
metal_box_2_5,0.5679205851619644
metal_box_7_6,0.3743801652892562
tray_9_1,0.9383073496659243
cup_3_5,0
plate_5_9,0
ball_8_10,0
book_4_2,0.957108214610488
sponge_5_10,0.8005071851225697
bowl_4_10,0
bowl_3_2,0
ball_2_6,0
to_go_cup_3_8,0
metal_box_5_2,0.7678625722103983
tray_1_6,0.9732921000843407
ball_10_6,0
plastic_box_10_8,0.7326332794830371
sponge_4_9,0.7530045586406963
ball_9_1,0
tray_6_5,0.9881633458275794
plate_9_7,0
metal_box_7_8,0.379646017699115
book_5_9,1
metal_box_8_1,0.6330244870946393
ball_5_7,0
plate_8_1,0.5514485514485514
bowl_2_5,0
sponge_10_1,0.9483805668016194
tray_6_10,0.9876016663360444
plate_6_7,0
plastic_box_5_5,0.9276703111858705
plastic_box_1_8,0.6297015287551565
cup_4_5,0
metal_box_1_1,0.5151175811870101
ball_6_5,0
to_go_cup_3_7,0
tray_5_8,0.9731258840169731
plate_10_1,0
metal_box_4_9,0.7270253555967842
cup_3_6,0
sponge_2_4,0.8369932432432432
bowl_6_3,0
to_go_cup_7_2,0
plate_4_1,0
plastic_box_9_1,0.5631548311990687
to_go_cup_10_2,0
ball_2_9,0
ball_5_8,0
plastic_box_1_7,0.6227371469949312
paper_box_7_4,0.9337764647956671
sponge_2_1,0.8596491228070176
tray_10_9,0.9214152432897947
cup_10_6,0
bowl_6_10,0
to_go_cup_9_3,0
to_go_cup_4_9,0
book_10_2,0.806775956284153
book_1_1,0.8515453881723047
cup_9_8,0
plate_1_10,0
metal_box_2_2,0.5456453305351522
to_go_cup_9_8,0
sponge_1_2,0.7863777089783281
cup_8_1,0
book_10_8,0.8141847105612019
book_10_5,0.8077177508269019
bowl_10_10,0
sponge_8_4,0.7471513836136734
sponge_7_7,0.6171673819742489
paper_box_6_5,0.7455335586673105
metal_box_9_5,0.6760672203979139
bowl_3_5,0
plastic_box_9_8,0.564658863831002
ball_9_6,0
paper_box_6_9,0.7029893924783028
bowl_1_8,0
plastic_box_9_9,0.5672830725462304
cup_3_8,0
cup_2_1,0
sponge_9_6,0.6715458764726884
cup_6_6,0
plate_2_6,0
plate_8_3,0.5713796644984594
cup_5_3,0
sponge_10_3,0.9347181008902077
sponge_9_5,0.6625874125874126
metal_box_7_9,0.3801546391752577
plastic_box_10_9,0.7136075949367089
tray_9_2,0.9380550621669627
to_go_cup_1_10,0
bowl_1_10,0
plastic_box_3_1,0.2449105490438001
metal_box_1_9,0.5178066704352742
to_go_cup_6_9,0
paper_box_2_7,0.1788630653266332
metal_box_5_7,0.7686441970413299
metal_box_2_7,0.555086979441223
book_8_9,0.9585987261146497
to_go_cup_2_9,0
cup_3_2,0
tray_3_8,0.9483209135778573
ball_6_8,0
bowl_2_4,0
tray_9_6,0.9389920424403183
ball_7_5,0
metal_box_7_2,0.3722780569514238
to_go_cup_2_4,0
tray_5_9,0.9644958409413674
to_go_cup_3_10,0
paper_box_1_2,0.8702664796633941
paper_box_9_9,0.1624542997933556
to_go_cup_10_1,0
to_go_cup_1_1,0
tray_7_5,0.8935253310910237
book_7_5,0.9964274619447033
tray_9_7,0.9390216662943935
cup_3_1,0
ball_9_2,0
sponge_6_3,0.6458046767537826
ball_8_6,0
metal_box_4_7,0.7279612614849764
plate_10_3,0
plate_7_3,0
ball_4_2,0
to_go_cup_7_9,0
bowl_10_4,0
metal_box_3_5,0.7395763281775387
plate_1_2,0
bowl_4_5,0
metal_box_4_2,0.7285095856524428
cup_8_9,0
paper_box_4_8,0.8587360594795539
metal_box_6_3,0.8107218434046556
book_3_3,0.8779418925499107
metal_box_5_10,0.7704197605697833
paper_box_1_5,0.8877980364656382
cup_10_1,0
ball_1_6,0
paper_box_4_4,0.8533085752869682
paper_box_3_3,0.86492673992674
bowl_2_6,0
ball_10_5,0
tray_8_8,0.9640266021765417
book_8_1,0.9551322751322752
paper_box_4_2,0.8564931783729156
paper_box_1_6,0.8703573931324456
plate_3_5,0
tray_8_5,0.973586078309509
plastic_box_1_6,0.6119439665765545
sponge_8_2,0.744299674267101
book_1_10,0.8595682755275285
bowl_5_9,0
paper_box_2_3,0.1768060836501901
plastic_box_7_10,0.5403422982885085
plastic_box_8_9,0.6264194669756663
metal_box_1_6,0.5087620124364047
paper_box_9_2,0.1648473342825502
plate_2_4,0
to_go_cup_5_8,0
tray_8_7,0.9554606467358145
bowl_3_6,0
cup_10_3,0
plate_3_6,0
book_10_6,0.8066079295154185
plate_5_3,0
sponge_6_5,0.6581740976645435
cup_3_9,0
metal_box_5_8,0
book_4_1,0.9555284800487359
paper_box_2_2,0.1743744060817232
plastic_box_3_5,0.2322091584158416
book_6_4,0.8850168867055572
bowl_7_8,0
sponge_3_4,0.7827542904981164
