instance_name,length,width,hollowness
bowl_1_2,0.5825896047608802,1,0.4552460845397823,0.886838087229288
cup_1_10,0.6091355356489495,0.6075614276226311,1,0.8967203443068543
bowl_8_8,0.9412557332562386,1,0.4335842518713867,0.9138543755002849
paper_box_10_6,0.9245455765384553,1,0.5144436170505845,0
plate_6_2,0.988543343886701,1,0.1049330979317488,0.5658597912910645
paper_box_4_10,0.7921734307901404,1,0.1812760815238488,0
sponge_7_1,0.7556077013741632,1,0.4084787671641291,0
plastic_box_9_9,0.872822004514912,1,0.5398732108178071,0
book_3_5,0.6923745101210058,1,0.1614266000642183,0
cup_9_3,0.7007466729212444,1,0.7847930101169103,0.8906612807843559
bowl_3_7,0.9506156859115372,1,0.5258125993058265,0.7987127939821725
metal_box_7_7,0.7964495017272064,0.6806502929939082,1,0
book_1_8,1,0.6890574003622286,0.2252734564470618,0
book_1_5,1,0.6887549809198557,0.229858607269415,0
bowl_10_4,0.9221611261251684,1,0.5069380873969811,0.7002281027986592
book_9_9,0.705745864366953,1,0.09801652391686726,0
tray_2_8,0.9907617783682416,1,0.101131283727783,0
metal_box_3_10,0.9601467965347557,1,0.3337405104677982,0
bowl_4_1,0.9747280280079013,1,0.558778942484978,0.9289124051082917
plastic_box_9_7,0.8664996804240042,1,0.5504811671758303,0
cup_8_10,0.6186243505434207,0.5391889838671787,1,0.9632037067191943
book_3_8,0.6915984727041464,1,0.1594077521957306,0
to_go_cup_1_3,0.6134099365663098,0.6440346711665687,1,0.8959934597255781
ball_2_5,0.8231561717718785,1,0.9939838291327917,0
ball_1_5,0.689276773185314,1,0.8801234051646495,0
book_2_9,1,0.6960877169359323,0.1972467464494477,0
tray_2_6,0.9847883292117859,1,0.09273102120576256,0
metal_box_8_8,0.914437447392871,1,0.4617364468860193,0
to_go_cup_4_2,0.5571615446226583,0.6549360736496233,1,0
plastic_box_2_9,0.791868695499523,1,0.4952981079475171,0
bowl_4_7,0.9729801208967218,1,0.5767226251700516,0.9317350839471862
metal_box_5_3,1,0.7723624177773794,0.3825216133402128,0
book_8_4,0.7545467013630678,1,0.1097796771295061,0
plate_5_6,0.9663781775867591,1,0.09433507564757505,0.7939698336152
to_go_cup_5_9,0.9225802032444365,1,0.8368262928687591,0.9995901913192821
tray_4_6,0.6804833002720747,1,0.1246933306309119,0
plate_2_10,0.9345559582424836,1,0.1283720846254952,0.7448884960098948
tray_10_8,0.6236771763144184,1,0.09295250623688045,0
metal_box_2_9,0.8479495508466423,1,0.6826321128936952,0
to_go_cup_5_7,0.9609872900713227,1,0.845499332012427,0.9995901913192821
plate_6_4,1,0.9969782710850934,0.1117130486103476,0.5932167653057183
plate_6_5,0.9963631488031348,1,0.1055940281127738,0.571392624996628
paper_box_9_5,0.3402567067017112,0.6767382251499928,1,0
ball_4_10,0.4941757602231138,1,0.8212189863901211,0
ball_3_8,0.6256588054300212,1,0.7756890208751165,0
plate_7_10,0.9980668127257273,1,0.102976147282171,0.6418726090503183
paper_box_8_6,0.3429046249127648,1,0.2430875858631413,0
to_go_cup_5_1,0.938306051171769,1,0.8510904218593536,0.9995901913192821
book_6_8,0.7179713164348811,1,0.1263913779198997,0
cup_4_9,0.5564853222172943,0.6732027026037266,1,0
plastic_box_2_6,0.7587124732398596,1,0.4838218457159887,0
sponge_2_3,0.5577664792960515,1,0.2226211686777883,0
tray_2_7,0.9755263900532768,1,0.1035927052728261,0
bowl_5_4,0.9046540175753081,1,0.4263336583444562,0.7719911019117253
book_10_4,0.7346455487352401,1,0.2530515398753758,0
sponge_5_3,0.9383467232943103,1,0.362439381456222,0
book_2_1,1,0.6960388706894368,0.1978967291780822,0
plate_1_10,0.9398097578543737,1,0.1212755545198398,0.8393442189089796
bowl_8_4,0.9904366632199884,1,0.4358823070139107,0.9142718412316715
tray_8_8,0.9876299745547878,1,0.1148040312654287,0
ball_7_2,0.597505255288741,1,0.9053119158033675,0
metal_box_1_3,0.9277997187559194,1,0.7867593665443315,0
to_go_cup_9_3,0.5748070586963401,0.6359845544614516,1,0.9900582711947002
plate_4_8,0.9622678356359818,1,0.1560422212143818,0.8103711944113842
ball_4_9,0.4718885997763765,1,0.8629923052658658,0
book_2_3,1,0.6967920347739477,0.1962852542312923,0
tray_9_7,0.576108963532447,1,0.127233827065408,0
tray_3_10,0.9590477503403353,1,0.08754204223444326,0
metal_box_4_9,0.9614387637721745,1,0.3913981599883405,0
bowl_2_3,0.9581095292267205,1,0.4710016593042327,0.9580756628932922
to_go_cup_10_2,0.863589156526973,0.8959749950282812,1,0.800546789154728
bowl_8_3,0.9678508581518037,1,0.4323688838236054,0.9283306890937972
paper_box_1_6,1,0.7710825792580711,0.2621422163193282,0
plastic_box_4_5,0.966614636472068,0.970236918413075,1,0
paper_box_7_3,0.5472013961922131,1,0.1219187194092406,0
cup_7_8,0.7642982073490393,0.7682603878400827,1,0.9879053038208234
cup_1_7,0.6259408497758074,0.620927015976716,1,0.8969273760106162
plate_5_2,0.9566997667741987,1,0.1003527258242861,0.8065804521618543
metal_box_2_8,0.9554118652262613,1,0.7176986595249811,0
ball_4_4,0.5033440262073257,1,0.8262518738937743,0
bowl_2_7,0.948557688059451,1,0.4659172896287853,0.9579695249913116
tray_9_2,0.5804350701498069,1,0.108378114891878,0
book_4_3,0.7614737674476695,1,0.1009615101165711,0
sponge_10_7,0.8767086083106942,1,0.1434682401628025,0
plate_10_9,0.7941499091997084,1,0.1087449256752036,0.8700891571864969
plate_10_6,0.8601252583606749,1,0.1118361876580024,0.8054271682966534
metal_box_1_5,0.9116614936402608,1,0.7857181494147423,0
ball_3_4,0.6039368509600374,1,0.809412602380104,0
plate_8_4,0.9637313689037075,1,0.207942243618811,0.878103269656347
sponge_4_3,0.8150209919541133,1,0.3141241663239859,0
to_go_cup_10_3,0.8751467005426794,0.956913203062493,1,0.7938901371137537
cup_2_6,0.6753374322928102,1,0.674083040783058,0.9734613013770794
metal_box_6_3,0.9559738185952433,1,0.2242082417289044,0
tray_7_8,0.5661208817511828,1,0.07888132082561652,0
to_go_cup_9_2,0.5990195214986362,0.6160770693564998,1,0.9900518561227667
cup_7_10,0.7779207133451413,0.7820759930771967,1,0.9877027662745087
plate_5_8,0.9571005544798163,1,0.1031061736322603,0.8117457163866112
plate_10_3,0.7984650440095299,1,0.1264671021713379,0.9154749158298454
to_go_cup_7_7,0.7864915714267064,0.7615093872451545,1,0.9877888280587681
to_go_cup_6_8,0.8293729574572305,0.8648165833661141,1,0.8975479795929581
sponge_9_9,0.5861702249919244,1,0.3003403842586669,0
bowl_2_5,0.9576389218777773,1,0.471163845754291,0.958039639778424
plate_1_8,0.9538152965082117,1,0.132176834283134,0.8505444106718557
paper_box_10_7,0.9045240367147536,1,0.5023281796127655,0
bowl_2_2,0.9588407250838672,1,0.4625876996024977,0.9572080804988468
book_2_5,1,0.6889675256473021,0.2024789745240998,0
book_6_7,0.7164035069857551,1,0.1248007015692617,0
plate_7_6,1,0.9957909012803955,0.1006628219505157,0.7279450894479811
book_5_6,1,0.7121316557235151,0.06406868122391128,0
book_1_10,1,0.6790348279135268,0.2226707793614088,0
ball_3_1,0.627210772810505,1,0.8085824956319538,0
to_go_cup_3_6,0.8591402687077313,0.8058583919273496,1,0.9217629347577144
sponge_3_4,1,0.8601129781675205,0.3007774196968138,0
metal_box_6_10,0.9509155956055775,1,0.2233686952738557,0
paper_box_10_9,0.9004268217778161,1,0.5035033335833219,0
ball_9_2,0.7256035121030822,1,0.9487887961403886,0
cup_9_8,0.6988272802564847,1,0.7719866928677613,0.9874250923523529
book_7_6,0.6765762479857383,1,0.06638242408565946,0
metal_box_1_8,0.9493337370834384,1,0.7865219809995557,0
paper_box_7_2,0.5448269203534869,1,0.1214040356058744,0
plate_2_8,0.9428586332778999,1,0.1196951762823124,0.7261161332051342
to_go_cup_9_6,0.5794614202235879,0.6181299700415372,1,0.9900462135390238
metal_box_9_4,0.628762716641207,1,0.3169631424702187,0
paper_box_5_1,0.5116139591297946,1,0.5975037608251391,0.1327802951305659
bowl_1_4,0.5876585827294175,1,0.4554344799447139,0.8870135423654155
paper_box_10_8,0.9085653792289766,1,0.5103513488396882,0
metal_box_1_4,0.9375100653248039,1,0.7836342555313612,0
plate_9_5,0.8759418989706559,1,0.1852681564650751,0.9489482066931263
to_go_cup_5_8,0.9464300429038682,1,0.8241058434356697,0.9995899647504755
metal_box_7_10,0.7582162958501992,0.695247847371936,1,0
tray_7_1,0.5736461115627298,1,0.08569872382032018,0
sponge_1_2,0.6782151680417657,1,0.2467100999484244,0
bowl_9_10,0.9805070666794632,1,0.5948501544598473,0.9313629828857876
metal_box_7_9,0.792412779418324,0.7052695579228307,1,0
to_go_cup_1_8,0.6251679605498494,0.6221642134284778,1,0.8970546463758611
bowl_5_8,0.9076624083448093,1,0.4302861539419744,0.7748511991810082
paper_box_6_5,0.5520973660794534,1,0.2603930806138084,0
plastic_box_3_6,0.4070669364015055,0.7068763188886991,1,0
plate_5_4,0.9605447577495823,1,0.09363393971592943,0.7936051886497363
to_go_cup_7_10,0.7779207133451413,0.7820759930771967,1,0.9877027662745087
paper_box_6_8,0.5462333803453049,1,0.2494844220346583,0
book_9_3,0.7054110141948408,1,0.09725470237614302,0
tray_9_8,0.5860655918478815,1,0.1288487790486582,0
to_go_cup_8_6,0.5560859589121309,0.5716932575851468,1,0.9650282378180992
metal_box_6_9,0.9580205806471507,1,0.2235358067027794,0
plate_8_5,0.9614353418793319,1,0.2079677712446512,0.8784123481040557
tray_3_7,0.9554326192405126,1,0.08301631588828497,0
paper_box_5_2,0.5157327499362739,1,0.5810620223093232,0
paper_box_8_9,0.3450615295794272,1,0.2394611038756737,0
sponge_9_10,0.5865964397468222,1,0.3095210419604659,0
plate_6_9,0.9891597816595538,1,0.1081385548482216,0.5784075964470475
plastic_box_7_7,0.8232559946847694,0.8604812166361464,1,0
bowl_1_3,0.565225479771486,1,0.4540951528351058,0.8868856160412587
plastic_box_5_8,1,0.8534750232145221,0.332751563451183,0
metal_box_9_8,0.6280782741276839,1,0.3139629313960793,0
to_go_cup_8_3,0.5922811321942913,0.6016874750060903,1,0.9630928324449113
to_go_cup_7_9,0.7650950605427554,0.7812251883253643,1,0.990342306923913
book_7_9,0.6749063668124964,1,0.06170195015328456,0
plate_4_2,0.9576632462723076,1,0.1475844166060681,0.8000566109471988
plate_10_2,0.8656004165280217,1,0.110668804140475,0.8720726155424219
plastic_box_8_10,0.705160409139053,1,0.3759143910869526,0
plate_7_3,1,0.9992659041492996,0.1033302086245693,0.6418726090503183
sponge_2_8,0.5542923455640453,1,0.197714205041157,0
metal_box_1_9,0.9550210904522638,1,0.7824063345147021,0
plastic_box_2_4,0.8038794161763124,1,0.4861190906062305,0
paper_box_2_6,0.2485901932897066,0.6860924698623491,1,0
paper_box_1_1,1,0.7812463943090309,0.2609562847313015,0
metal_box_9_10,0.6321795154472324,1,0.3142572381485692,0
plastic_box_7_1,0.814568450538282,0.8390769387693799,1,0
ball_5_7,0.6271639584441782,1,0.8956715832688166,0
paper_box_4_3,0.7834835195958588,1,0.1847564967880971,0
plate_10_1,0.8638519376205515,1,0.1121977692825997,0.8735862535389697
metal_box_6_8,0.9649066141846911,1,0.2228522491914629,0
cup_5_6,0.9257785731289865,1,0.8306193615117511,0.9995833808593637
bowl_9_8,0.9942154681053753,1,0.5938616845626067,0.9315933291481665
sponge_2_4,0.5873088270166226,1,0.2034216799616319,0
sponge_1_8,0.6879584376406878,1,0.2465084369183615,0
metal_box_7_5,0.7552565251259923,0.6813885620557257,1,0
sponge_8_10,0.3597819300930194,1,0.179434634676851,0
bowl_7_10,0.9913895263160087,1,0.7363206709314423,0.9363141375950047
ball_3_7,0.62910716020892,1,0.8051039923772529,0
tray_6_2,0.8261645204615156,1,0.08450733928420588,0
cup_5_8,0.9464300429038682,1,0.8241058434356697,0.9995899647504755
bowl_2_8,0.9564874251291591,1,0.4664809797045418,0.9576693730256777
metal_box_1_10,0.9588899806513355,1,0.8081672174492224,0
metal_box_10_1,0.930268547405465,1,0.3078440861958535,0
cup_2_2,0.6729039603644572,1,0.6695830543859013,0.9734512769398834
bowl_5_7,0.9178165975359454,1,0.4195543064082409,0.7667745626833706
ball_8_2,0.6203285916817538,1,0.8477321804201333,0
cup_5_2,0.9817313710286274,1,0.8457524554540216,0.9995895821167136
book_7_5,0.6815097642892965,1,0.0701494278202459,0
plastic_box_1_9,1,0.9796685875321186,0.6097934485417835,0
cup_8_8,0.6133495944706892,0.5851847902676897,1,0.9439469909640261
metal_box_4_3,0.9589659959092481,1,0.3979029777397572,0
bowl_3_8,0.9497982092771604,1,0.5302662760570791,0.8005750359343515
sponge_8_4,0.3644523151674853,1,0.1747468649440687,0
tray_8_3,0.9764025105151503,1,0.1198060763848355,0
cup_7_2,0.767142348846891,0.7672869485814288,1,0.9877038916538674
plastic_box_2_7,0.8060965612466812,1,0.5523543640733023,0
plastic_box_1_10,0.9121178494103491,1,0.5652396188786405,0
plate_4_5,0.9566069885628123,1,0.1455875124163797,0.796900140943551
cup_6_6,0.8622084342230922,0.8788196200064973,1,0.8975641415347696
plastic_box_5_1,1,0.8784178731632328,0.3551476769811864,0
tray_9_1,0.5789381922917956,1,0.126275372983631,0
plate_2_9,0.9582808238268341,1,0.1281849816761362,0.7456524283481945
to_go_cup_7_4,0.7703076421030828,0.7689676532438124,1,0.9876769576278622
plastic_box_1_4,1,0.9974477252649994,0.6138273419403568,0
plate_7_8,0.9959188854751169,1,0.1027055633704216,0.7673784038885788
bowl_10_5,0.939277869708996,1,0.5130975806079704,0.6998292497823488
plate_3_5,0.9833470348454996,1,0.09753404832795606,0.7360125111551531
metal_box_3_8,0.9505997484314854,1,0.3304220213378595,0
cup_4_1,0.5595743640402596,0.6813027613480263,1,0
to_go_cup_4_5,0.5566172613557803,0.6805828886847219,1,0
cup_6_5,0.8313993747460048,0.860184130944624,1,0.8982766556058276
bowl_7_1,0.9745097396843928,1,0.7218456780103971,0.936143145205923
cup_3_1,0.8559523494242789,0.8056280358907484,1,0.9224883564203085
tray_3_3,0.948169382596141,1,0.08302249314652133,0
ball_1_9,0.6960946432326233,1,0.9098045524884023,0
paper_box_10_10,0.9038704483360349,1,0.4998570546240132,0
cup_7_3,0.7624912458192651,0.759023920146288,1,0.9878137081255458
paper_box_2_8,0.2547876505891229,0.6760550191233711,1,0
tray_1_3,0.9954850350836963,1,0.1032252523500509,0
to_go_cup_4_10,0.5622388344034216,0.6615643072741845,1,0
plate_5_10,0.9649422833060568,1,0.09824086477872565,0.8024225570797076
tray_8_5,0.9788371206380123,1,0.1174860983811771,0
to_go_cup_1_4,0.6140683632640436,0.6278626118815845,1,0.8965737522585648
cup_10_9,0.7567851659000088,1,0.7566368768402224,0.8875322051610132
paper_box_3_6,0.6823796901292722,1,0.2966375525077964,0
ball_4_7,0.5156190590866884,1,0.840264022581549,0
bowl_10_6,0.932308558286188,1,0.5113644109315824,0.7010466537691914
cup_8_4,0.5855432795821489,0.5459607894938215,1,0.957290721243496
to_go_cup_4_7,0.556698053796127,0.6586790761889768,1,0
tray_6_5,0.8273933712760146,1,0.07968381015521708,0
book_4_7,0.7585211381402652,1,0.09909490261599382,0
plastic_box_1_6,0.9884234395761045,1,0.6306467570548194,0
sponge_1_3,0.6705909819482663,1,0.2513317650364468,0
cup_6_3,0.8454324636301741,0.8689376152646652,1,0.8975791277637749
sponge_10_1,0.9166746691229049,1,0.132420816555291,0
tray_4_8,0.6714006390586524,1,0.1117808863880823,0
plastic_box_5_10,1,0.8671632564110927,0.3599955302475487,0
ball_10_8,0.9875891013830429,1,0.947980552594676,0
paper_box_9_10,0.3425553180111642,0.68490405856266,1,0
cup_1_5,0.6309185475463607,0.6116586424988188,1,0.8967648062814174
ball_8_5,0.6384887469356176,1,0.8942930657202914,0
sponge_6_4,0.6842471976942102,1,0.4107501531041649,0
to_go_cup_7_1,0.7704367015121882,0.7695620945400595,1,0.987817408694536
sponge_8_2,0.353212134035136,1,0.188073614689298,0
paper_box_7_4,0.5432073472104861,1,0.121246100289861,0
ball_1_10,0.6867444620770197,1,0.8936825219455713,0
plate_6_8,0.9907788594391885,1,0.1106291420480216,0.5893321263704402
metal_box_7_2,0.7854805761468429,0.7116358613671088,1,0
book_8_1,0.7508318852553847,1,0.107274765147259,0
sponge_10_6,0.8933913859607169,1,0.1724833111994589,0
book_10_7,0.7297839055581726,1,0.2578228115442378,0
sponge_9_8,0.6082553164256066,1,0.3057037102220435,0
to_go_cup_3_7,0.8510423590457368,0.7982626957460921,1,0.9225003657798974
to_go_cup_8_1,0.5623226616818321,0.5242416716052877,1,0.9648102649669579
sponge_2_1,0.5601323016383356,1,0.199797297622074,0
plastic_box_6_6,1,0.9347912566190555,0.4054337956289794,0
book_4_5,0.7548808379402815,1,0.09902192813286693,0
sponge_5_1,0.9091861994634388,1,0.360723901737753,0
plastic_box_2_2,0.7798713266659538,1,0.483411343455738,0
sponge_6_6,0.6957369207947391,1,0.4212532705313445,0
tray_2_4,0.9952620185675579,1,0.09818607291669124,0
cup_10_3,0.7626764420804917,1,0.7412312002714663,0.8854024623332795
cup_4_10,0.5622388344034216,0.6615643072741845,1,0
plastic_box_2_10,0.8086872660986679,1,0.5608722884508196,0
paper_box_8_3,0.4075550473732404,1,0.3329920742293295,0.2817530281398224
to_go_cup_3_4,0.8575803646534863,0.8093016054868325,1,0.9066657229417485
to_go_cup_9_4,0.5849762804257769,0.6286388501795058,1,0.9900476087950926
bowl_5_6,0.9071568359003337,1,0.4155437855979733,0.7661942606647619
sponge_1_9,0.6750260213068328,1,0.2378970374978761,0
cup_9_10,0.698493552937427,1,0.7708693199058686,0.889109871352117
to_go_cup_10_8,0.9100478563514741,0.9146075762389382,1,0.7887630724857762
metal_box_3_1,0.9664396815109713,1,0.3364384084806962,0
plate_5_1,0.9555883503010391,1,0.09953997316425862,0.8058512705065671
tray_1_5,1,0.9775161637505815,0.1053856572119911,0
metal_box_4_4,0.9581888308710488,1,0.3904113623682445,0
bowl_5_3,0.9228545231778468,1,0.4322380718023678,0.7709985296292441
paper_box_10_1,0.8890789033364728,1,0.4949625662505466,0
cup_10_7,0.756808122091224,1,0.7540720034159102,0.8875322051610132
bowl_6_5,0.9663487745436619,1,0.4928163513997501,0.8479660190553565
book_2_7,1,0.6941896728929614,0.1971740071726098,0
to_go_cup_10_4,1,0.9082411820738497,0.9958335032704974,0.7938901371137537
metal_box_2_3,0.9377698484733845,1,0.7053498839894603,0
book_1_4,1,0.6929968111336162,0.2295128587011049,0
metal_box_9_9,0.6285995059490447,1,0.3134501034790182,0
metal_box_10_2,0.9297438393999515,1,0.3014113480295621,0
plate_1_6,0.9377281543637996,1,0.1534238144444597,0.800549380612623
ball_8_4,0.6885614331199089,1,0.8310022112282169,0
to_go_cup_4_6,0.5578436179075644,0.679642544635014,1,0
paper_box_7_7,0.5453130590439048,1,0.121246100289861,0
ball_10_1,0.5307071341022607,1,0.9568711014597283,0
book_9_8,0.7114803903771909,1,0.09667475505663399,0
paper_box_3_10,0.65352409403723,1,0.2839735399303399,0
to_go_cup_2_5,0.765337091581019,0.8016345972767428,1,0.8859207911759335
bowl_2_4,0.9586681306027355,1,0.4651961473487359,0.9574751532451287
plastic_box_1_3,0.9931149391363627,1,0.5948073256828141,0
to_go_cup_4_4,0.5586154426423574,0.6657584893271218,1,0
bowl_1_7,0.5865760830460952,1,0.4464447136995165,0.8846112883192435
paper_box_7_8,0.5461565008379337,1,0.1187800368097717,0
book_10_3,0.7348878862449059,1,0.2561008496352871,0
tray_10_3,0.6226287497205144,1,0.09545966072432549,0
to_go_cup_9_10,0.5901208456575372,0.6344771997426182,1,0.9900697746130155
bowl_3_3,0.9498364243906557,1,0.5297511448893176,0.8003730830025102
paper_box_2_7,0.2823226631848236,0.6868937769511094,1,0
sponge_1_5,0.6538428630032204,1,0.2352926071001809,0
bowl_1_6,0.5574815323254539,1,0.438749588535841,0.8868206286634837
ball_2_1,0.8195328785797547,1,0.9125703787449313,0
cup_5_1,0.938306051171769,1,0.8510904218593536,0.9995901913192821
plate_9_4,1,0.9582884655225787,0.1383480528194961,0.9452745716177903
ball_5_8,0.6287461602486049,1,0.9493854609757886,0
ball_7_4,0.6254309717710548,1,0.9199811362164095,0
book_9_10,0.7172470881335019,1,0.0961750049468342,0
book_10_5,0.7296630733881602,1,0.2529830836622295,0
paper_box_2_3,0.2631326993763217,0.675898965801791,1,0
metal_box_7_4,0.7974184546896328,0.682406201343216,1,0
plate_8_10,0.9571264915444212,1,0.2043870162403527,0.8769523946466603
to_go_cup_4_9,0.5564853222172943,0.6732027026037266,1,0
ball_8_8,0.592404594035618,1,0.8557548233752298,0
to_go_cup_8_2,0.6483311170610435,0.5720176517614879,1,0.9573272366537883
sponge_3_5,1,0.8483886034351849,0.3031973292081026,0
sponge_6_8,0.7006005585268197,1,0.4442043829269908,0
plastic_box_6_10,1,0.96364971530842,0.4048736138133513,0
to_go_cup_2_1,0.8051624919249666,0.8275237598164759,1,0.8822750499302707
plate_2_6,0.9393490467431072,1,0.1281849816761362,0.7456524283481945
plate_1_2,0.9468682830101249,1,0.1326726875952094,0.8515949565028539
to_go_cup_5_5,0.9430193016280601,1,0.8370178545149779,0.9995831466953046
sponge_5_8,0.9177018023401319,1,0.3326858487482096,0
paper_box_6_9,0.5398283270634621,1,0.2610717043240973,0
metal_box_1_1,0.9094544977707841,1,0.759665330260193,0
metal_box_5_4,1,0.7453368408387231,0.3833061559298916,0
paper_box_6_4,0.5514467578102815,1,0.2600862509610752,0
tray_1_6,0.9999265756132579,1,0.1029020301813063,0
metal_box_9_3,0.6282039020249034,1,0.3133654287743192,0
tray_2_10,0.9707865258101823,1,0.09684107976008978,0
paper_box_10_4,0.9292964981492575,1,0.5137911541143365,0
plate_8_2,0.9505865629738854,1,0.2041079668881723,0.8770815022708323
sponge_10_3,0.9040408821858715,1,0.1597427416990317,0
metal_box_8_2,0.9155664648515228,1,0.4509384907238069,0
book_4_1,0.7546574280222196,1,0.1130334006623858,0
book_8_2,0.75021581480527,1,0.1028093177574265,0
plastic_box_2_5,0.7885240747158565,1,0.4845478923895761,0
plastic_box_9_5,0.9028532414385181,1,0.5512976037872332,0
to_go_cup_7_6,0.7711182227683259,0.7946365039518377,1,0.9876939990571882
paper_box_9_3,0.3383206099715346,0.6728916480121914,1,0
sponge_4_9,0.8113235900396233,1,0.3069780793538157,0
tray_8_4,0.9643585099565184,1,0.1236423248540924,0
paper_box_1_5,1,0.7711813996393905,0.2609562847313015,0
book_10_8,0.7374438790402084,1,0.2523189960755604,0
tray_1_10,1,0.9889322417048653,0.101637912638294,0
metal_box_10_10,0.9238691514065612,1,0.3259114640795463,0
bowl_9_4,0.989653016107046,1,0.5869690307546452,0.9311076483018611
ball_10_10,1,0.9780388829852852,0.9283417703163923,0
ball_5_5,0.6055587809261268,1,0.8591119027794352,0
tray_10_4,0.6241089971403325,1,0.09314795125108731,0
cup_5_7,0.9609872900713227,1,0.845499332012427,0.9995901913192821
tray_9_3,0.576108963532447,1,0.1198348111073044,0
ball_10_6,0.5416964621058525,1,0.9494903730120917,0
paper_box_8_7,0.351025393624619,1,0.2430875858631413,0
plate_10_8,0.8667443286659138,1,0.1182136012963644,0.8537960822407226
sponge_5_9,0.9232688199873146,1,0.3542458504881638,0
sponge_3_7,1,0.8638638025222769,0.2963428488310625,0
bowl_9_9,0.9853146629611732,1,0.5910521190529765,0.9311282075238384
plastic_box_9_3,0.9083342448895116,1,0.5680975351001112,0
tray_1_9,1,0.9980244905921123,0.08687936710819229,0
book_5_9,1,0.7171461889864962,0.05855837044594241,0
metal_box_9_7,0.6346329712199372,1,0.3236268906652652,0
metal_box_4_6,0.9663140457172894,1,0.3989496070127925,0
to_go_cup_8_9,0.5549409603243679,0.5077650854399564,1,0.9651972543319942
ball_6_9,0.6540032364368487,1,0.9714494613601016,0
tray_1_4,1,0.9992325318032674,0.1120480400295915,0
plastic_box_1_7,1,0.9645936784969659,0.598619968592266,0
metal_box_10_7,0.9308236431889162,1,0.300572094025317,0
sponge_5_6,0.9096170544988711,1,0.3575598593229506,0
tray_3_2,0.9531487191394772,1,0.0834976040012787,0
cup_5_5,0.9430193016280601,1,0.8370178545149779,0.9995831466953046
book_2_4,1,0.6973108744122363,0.202645836561295,0
sponge_9_5,0.6013271058934825,1,0.3045196053320545,0
metal_box_4_2,0.9619414657011734,1,0.3932275201267799,0
tray_9_9,0.5863690141225117,1,0.127971842231055,0
ball_6_1,0.6455596545069268,1,0.8493425302989296,-0.1521087736142561
plastic_box_7_3,0.8163001706972525,0.8649840643539911,1,0
metal_box_4_8,0.959386595386539,1,0.3901234627591718,0
book_3_7,0.6923751241617425,1,0.1598020029028529,0
paper_box_6_6,0.5409515114090383,1,0.2737540677442271,0
cup_2_9,0.6760426981688377,1,0.6720582948387056,0.9734613013770794
to_go_cup_4_3,0.5576978602474253,0.6832145722817426,1,0
paper_box_4_1,0.7852914457431273,1,0.1754732643574953,0
plastic_box_8_3,0.6906409007849433,1,0.3834830486742886,0
sponge_6_3,0.7127314244828356,1,0.4178101586170129,0
sponge_1_7,0.6724864482909165,1,0.255150457930668,0
paper_box_7_5,0.5507466830306971,1,0.1212108797399476,0
book_2_10,1,0.6839245414739678,0.1947302605058731,0
plastic_box_5_7,1,0.8523274946755757,0.3426547480479046,0
cup_7_7,0.7864915714267064,0.7615093872451545,1,0.9877888280587681
bowl_7_7,0.9891906917282064,1,0.7284764783600012,0.9362409720941681
sponge_2_9,0.5636011691507156,1,0.2217690247072706,0
plastic_box_2_3,0.7808617522266839,1,0.4844818196812686,0
cup_3_5,0.8665005315259829,0.8011602611594418,1,0.922166257970079
cup_1_8,0.6251679605498494,0.6221642134284778,1,0.8970546463758611
paper_box_9_2,0.3419747141060879,0.6829785093633919,1,0
to_go_cup_2_7,0.812520704473364,0.8275487155672869,1,0.881195385236512
metal_box_10_4,0.9501009783558413,1,0.3000969123185034,0
ball_9_6,0.710223139241516,1,0.9444371305293199,0
plate_6_3,0.9878514574375009,1,0.1058567727676844,0.5697401337815917
sponge_1_1,0.6852445444591518,1,0.2550073603746622,0
tray_5_5,0.695514485361824,1,0.09765405931866795,0
tray_3_5,0.9567310066001686,1,0.08778664978528813,0
cup_4_4,0.5586154426423574,0.6657584893271218,1,0
cup_7_1,0.7704367015121882,0.7695620945400595,1,0.987817408694536
paper_box_8_2,0.3492113316514552,1,0.2463386926551929,0
tray_4_3,0.6711552077669954,1,0.1169235170136408,0
plate_1_7,0.954708679416337,1,0.1345416409049034,0.8536569355681507
ball_8_9,0.659333495101283,1,0.8055413699779631,0
ball_1_6,0.674453010233646,1,0.8658563384623423,0
metal_box_10_8,0.967379432519913,1,0.2991380993386488,0
plate_9_1,0.8879247390351819,1,0.1469143312974832,0.9023274016232774
sponge_9_2,0.605018174301842,1,0.3095145041978065,0
metal_box_4_5,0.9619929569692238,1,0.3919613429198431,0
metal_box_5_2,1,0.7591747120614809,0.3866251603044001,0
metal_box_8_7,0.9188544751489635,1,0.4498995667124558,0
to_go_cup_10_5,1,0.811845864321538,0.9209197813490917,0.7971949084293051
metal_box_10_5,0.9658143631744616,1,0.3164524376208112,0
to_go_cup_3_1,0.8559523494242789,0.8056280358907484,1,0.9224883564203085
sponge_3_8,1,0.8466290242105331,0.2798773777629712,0
plate_3_7,0.9752049482676787,1,0.1099444232351273,0.765973822171347
metal_box_6_2,0.96389717231934,1,0.2265117042451461,0
tray_8_10,0.9840508953322277,1,0.1210919570659173,0
cup_3_10,0.8658329413021567,0.7944474498449303,1,0.9229373537030752
ball_7_1,0.6954931374444796,1,0.905136988356718,0
ball_6_5,0.6414427117187849,1,0.9673822009027342,0
